_id,operator_registration_number,postal_code,ward_number,ward_name
106249,STR-2012-FGPHHB,M5J,10.0,Spadina-Fort York
106250,STR-2012-FPVHHC,M5J,10.0,Spadina-Fort York
106251,STR-2012-FXBHHD,M6H,9.0,Davenport
106252,STR-2012-GFHHHF,M5V,10.0,Spadina-Fort York
106253,STR-2012-GMPHHG,M1C,25.0,Scarborough-Rouge Park
106254,STR-2012-GVVHHH,M5R,11.0,University-Rosedale
106255,STR-2012-HDBHHJ,M5V,10.0,Spadina-Fort York
106256,STR-2012-HTPHHL,M5J,10.0,Spadina-Fort York
106257,STR-2012-JBVHHM,M2K,17.0,Don Valley North
106258,STR-2012-FHDVHB,M2M,18.0,Willowdale
106259,STR-2012-FQKVHC,M5T,10.0,Spadina-Fort York
106260,STR-2012-FXRVHD,M5V,10.0,Spadina-Fort York
106261,STR-2012-GFXVHF,M5J,10.0,Spadina-Fort York
106262,STR-2012-GWKVHH,M6G,11.0,University-Rosedale
106263,STR-2012-HDRVHJ,M5S,13.0,Toronto Centre
106264,STR-2012-HLXVHK,M3J,7.0,Humber River-Black Creek
106265,STR-2012-HVDVHL,M4E,19.0,Beaches-East York
106266,STR-2012-JCKVHM,M3C,16.0,Don Valley East
106267,STR-2012-FHVHHB,M5R,11.0,University-Rosedale
106268,STR-2012-FRBHHC,M5V,10.0,Spadina-Fort York
106269,STR-2012-GGPHHF,M5J,10.0,Spadina-Fort York
106270,STR-2012-GPVHHG,M5V,10.0,Spadina-Fort York
106271,STR-2012-GXBHHH,M6M,5.0,York South-Weston
106272,STR-2012-HFHHHJ,M5J,10.0,Spadina-Fort York
106273,STR-2012-HMPHHK,M5A,13.0,Toronto Centre
106274,STR-2012-HVVHHL,M6J,11.0,University-Rosedale
106275,STR-2012-JDBHHM,M5V,10.0,Spadina-Fort York
106276,STR-2012-FJKVHB,M5V,10.0,Spadina-Fort York
106277,STR-2012-GHDVHF,M6P,9.0,Davenport
106278,STR-2012-GQKVHG,M5A,13.0,Toronto Centre
106279,STR-2012-GXRVHH,M1S,22.0,Scarborough-Agincourt
106280,STR-2012-HFXVHJ,M4Y,13.0,Toronto Centre
106281,STR-2012-HPDVHK,M5V,10.0,Spadina-Fort York
106282,STR-2012-HWKVHL,M5V,10.0,Spadina-Fort York
106283,STR-2012-FKBHHB,M4M,14.0,Toronto-Danforth
106284,STR-2012-FSHHHC,M5N,8.0,Eglinton-Lawrence
106285,STR-2012-FZPHHD,M4V,12.0,Toronto-St. Paul's
106286,STR-2012-GHVHHF,M5V,10.0,Spadina-Fort York
106287,STR-2012-FHJPHB,M6N,9.0,Davenport
106288,STR-2012-GYHHHH,M8Z,3.0,Etobicoke-Lakeshore
106289,STR-2012-HGPHHJ,M5V,10.0,Spadina-Fort York
106290,STR-2012-HPVHHK,M5A,13.0,Toronto Centre
106291,STR-2012-HXBHHL,M6P,4.0,Parkdale-High Park
106292,STR-2012-JFHHHM,M6E,12.0,Toronto-St. Paul's
106293,STR-2012-FKRVHB,M4K,14.0,Toronto-Danforth
106294,STR-2012-FSXVHC,M5A,13.0,Toronto Centre
106295,STR-2012-GBDVHD,M5V,10.0,Spadina-Fort York
106296,STR-2012-GJKVHF,M5V,10.0,Spadina-Fort York
106297,STR-2012-GYXVHH,M6H,9.0,Davenport
106298,STR-2012-HHDVHJ,M8V,3.0,Etobicoke-Lakeshore
106299,STR-2012-HQKVHK,M4V,12.0,Toronto-St. Paul's
106300,STR-2012-HDCPHJ,M1G,24.0,Scarborough-Guildwood
106301,STR-2012-FLHHHB,M5V,10.0,Spadina-Fort York
106302,STR-2012-FTPHHC,M4E,19.0,Beaches-East York
106303,STR-2012-GBVHHD,M4E,19.0,Beaches-East York
106304,STR-2012-GKBHHF,M6K,10.0,Spadina-Fort York
106305,STR-2012-GSHHHG,M4C,19.0,Beaches-East York
106306,STR-2012-GZPHHH,M5J,10.0,Spadina-Fort York
106307,STR-2012-HHVHHJ,M4Y,13.0,Toronto Centre
106308,STR-2012-HRBHHK,M6A,8.0,Eglinton-Lawrence
106309,STR-2012-HYHHHL,M4N,15.0,Don Valley West
106310,STR-2012-JGPHHM,M5B,13.0,Toronto Centre
106311,STR-2012-FDTBHB,M5T,11.0,University-Rosedale
106312,STR-2012-FLZBHC,M1N,20.0,Scarborough Southwest
106313,STR-2012-GKTBHG,M5A,13.0,Toronto Centre
106314,STR-2012-GSZBHH,M6H,9.0,Davenport
106315,STR-2012-HBGBHJ,M1L,20.0,Scarborough Southwest
106316,STR-2012-HJMBHK,M3B,15.0,Don Valley West
106317,STR-2012-HRTBHL,M1E,24.0,Scarborough-Guildwood
106318,STR-2012-FFJPHB,M5V,10.0,Spadina-Fort York
106319,STR-2012-FMQPHC,M1R,21.0,Scarborough Centre
106320,STR-2012-GDCPHF,M8V,3.0,Etobicoke-Lakeshore
106321,STR-2012-GLJPHG,M8Y,3.0,Etobicoke-Lakeshore
106322,STR-2012-GTQPHH,M5S,11.0,University-Rosedale
106323,STR-2012-HBWPHJ,M4S,15.0,Don Valley West
106324,STR-2012-HKCPHK,M5G,11.0,University-Rosedale
106325,STR-2012-HSJPHL,M5V,10.0,Spadina-Fort York
106326,STR-2012-HZQPHM,M5A,13.0,Toronto Centre
106327,STR-2012-FFZBHB,M5V,10.0,Spadina-Fort York
106328,STR-2012-FWMBHD,M6G,11.0,University-Rosedale
106329,STR-2012-GLZBHG,M5V,10.0,Spadina-Fort York
106330,STR-2012-HCMBHJ,M2N,18.0,Willowdale
106331,STR-2012-JBGBHM,M2N,18.0,Willowdale
106332,STR-2012-FGQPHB,M2M,17.0,Don Valley North
106333,STR-2012-FXCPHD,M5V,10.0,Spadina-Fort York
106334,STR-2012-GFJPHF,M5R,11.0,University-Rosedale
106335,STR-2012-GVWPHH,M5V,10.0,Spadina-Fort York
106336,STR-2012-HTQPHL,M5J,10.0,Spadina-Fort York
106337,STR-2012-JBWPHM,M5A,13.0,Toronto Centre
106338,STR-2012-GPGBHG,M5V,10.0,Spadina-Fort York
106339,STR-2012-HLZBHK,M5J,10.0,Spadina-Fort York
106340,STR-2012-HVGBHL,M1E,25.0,Scarborough-Rouge Park
106341,STR-2012-FHWPHB,M1C,25.0,Scarborough-Rouge Park
106342,STR-2012-FRCPHC,M5V,10.0,Spadina-Fort York
106343,STR-2012-FYJPHD,M1P,21.0,Scarborough Centre
106344,STR-2012-GGQPHF,M6G,12.0,Toronto-St. Paul's
106345,STR-2012-GPWPHG,M4S,12.0,Toronto-St. Paul's
106346,STR-2012-GXCPHH,M5J,10.0,Spadina-Fort York
106347,STR-2012-HFJPHJ,M5A,13.0,Toronto Centre
106348,STR-2012-HVWPHL,M4R,8.0,Eglinton-Lawrence
106349,STR-2012-FJMBHB,M5V,10.0,Spadina-Fort York
106350,STR-2012-FRTBHC,M4Y,13.0,Toronto Centre
106351,STR-2012-FYZBHD,M1N,20.0,Scarborough Southwest
106352,STR-2012-GQMBHG,M6J,9.0,Davenport
106353,STR-2012-GXTBHH,M4J,14.0,Toronto-Danforth
106354,STR-2012-HFZBHJ,M5V,10.0,Spadina-Fort York
106355,STR-2012-HPGBHK,M5V,10.0,Spadina-Fort York
106356,STR-2012-FKCPHB,M5V,10.0,Spadina-Fort York
106357,STR-2012-GLPHHG,M6A,8.0,Eglinton-Lawrence
106358,STR-2012-FSJPHC,M6B,8.0,Eglinton-Lawrence
106359,STR-2012-GHWPHF,M9V,1.0,Etobicoke North
106360,STR-2012-HXCPHL,M4J,14.0,Toronto-Danforth
106361,STR-2012-JFJPHM,M1E,25.0,Scarborough-Rouge Park
106362,STR-2012-FSZBHC,M9B,2.0,Etobicoke Centre
106363,STR-2012-GBGBHD,M5J,10.0,Spadina-Fort York
106364,STR-2012-GJMBHF,M2N,18.0,Willowdale
106365,STR-2012-GYZBHH,M5J,10.0,Spadina-Fort York
106366,STR-2012-HQMBHK,M5V,10.0,Spadina-Fort York
106367,STR-2012-HXTBHL,M2R,18.0,Willowdale
106368,STR-2012-FLJPHB,M5J,10.0,Spadina-Fort York
106369,STR-2012-FTQPHC,M1C,25.0,Scarborough-Rouge Park
106370,STR-2012-GBWPHD,M5M,8.0,Eglinton-Lawrence
106371,STR-2012-GKCPHF,M1V,23.0,Scarborough North
106372,STR-2012-GSJPHG,M2R,18.0,Willowdale
106373,STR-2012-GZQPHH,M5B,13.0,Toronto Centre
106374,STR-2012-HHWPHJ,M9W,1.0,Etobicoke North
106375,STR-2012-HRCPHK,M4M,14.0,Toronto-Danforth
106376,STR-2012-HYJPHL,M1L,20.0,Scarborough Southwest
106377,STR-2012-JGQPHM,M9M,7.0,Humber River-Black Creek
106378,STR-2012-FDVHHB,M5J,10.0,Spadina-Fort York
106379,STR-2012-FMBHHC,M5B,13.0,Toronto Centre
106380,STR-2012-FVHHHD,M1C,25.0,Scarborough-Rouge Park
106381,STR-2012-GCPHHF,M5A,13.0,Toronto Centre
106382,STR-2012-GTBHHH,M4K,14.0,Toronto-Danforth
106383,STR-2012-HBHHHJ,M4N,15.0,Don Valley West
106384,STR-2012-HZBHHM,M4S,12.0,Toronto-St. Paul's
106385,STR-2012-FFKVHB,M2N,18.0,Willowdale
106386,STR-2110-JFBPHM,M5R,11.0,University-Rosedale
106387,STR-2012-FMRVHC,M4N,15.0,Don Valley West
106388,STR-2012-FVXVHD,M1L,20.0,Scarborough Southwest
106389,STR-2012-GDDVHF,M1V,23.0,Scarborough North
106390,STR-2012-GLKVHG,M6R,4.0,Parkdale-High Park
106391,STR-2012-GTRVHH,M1P,21.0,Scarborough Centre
106392,STR-2012-HBXVHJ,M5V,10.0,Spadina-Fort York
106393,STR-2012-HSKVHL,M6K,9.0,Davenport
106394,STR-2012-HZRVHM,M5J,10.0,Spadina-Fort York
106395,STR-2012-FGBHHB,M1S,23.0,Scarborough North
106396,STR-2012-FPHHHC,M5A,10.0,Spadina-Fort York
106397,STR-2012-GDVHHF,M4S,12.0,Toronto-St. Paul's
106398,STR-2012-GMBHHG,M9N,5.0,York South-Weston
106399,STR-2012-GVHHHH,M5J,10.0,Spadina-Fort York
106400,STR-2012-HKVHHK,M6J,10.0,Spadina-Fort York
106401,STR-2012-HTBHHL,M5V,10.0,Spadina-Fort York
106402,STR-2012-JBHHHM,M1N,20.0,Scarborough Southwest
106403,STR-2012-FGRVHB,M1T,22.0,Scarborough-Agincourt
106404,STR-2012-FPXVHC,M5R,11.0,University-Rosedale
106405,STR-2012-FXDVHD,M5V,10.0,Spadina-Fort York
106406,STR-2012-HLKVHK,M5V,10.0,Spadina-Fort York
106407,STR-2012-HTRVHL,M6N,9.0,Davenport
106408,STR-2012-JBXVHM,M5R,11.0,University-Rosedale
106409,STR-2012-FQPHHC,M5V,10.0,Spadina-Fort York
106410,STR-2012-FXVHHD,M1B,23.0,Scarborough North
106411,STR-2012-GGBHHF,M4M,14.0,Toronto-Danforth
106412,STR-2012-GPHHHG,M4S,15.0,Don Valley West
106413,STR-2012-GWPHHH,M2K,17.0,Don Valley North
106414,STR-2012-HDVHHJ,M4C,19.0,Beaches-East York
106415,STR-2012-HMBHHK,M6J,11.0,University-Rosedale
106416,STR-2012-JCPHHM,M5V,10.0,Spadina-Fort York
106417,STR-2012-FHXVHB,M6K,10.0,Spadina-Fort York
106418,STR-2012-FYKVHD,M2J,17.0,Don Valley North
106419,STR-2012-GGRVHF,M6K,10.0,Spadina-Fort York
106420,STR-2012-GPXVHG,M5H,10.0,Spadina-Fort York
106421,STR-2012-GXDVHH,M6N,9.0,Davenport
106422,STR-2012-HFKVHJ,M5V,10.0,Spadina-Fort York
106423,STR-2012-HMRVHK,M5V,10.0,Spadina-Fort York
106424,STR-2012-JDDVHM,M5V,10.0,Spadina-Fort York
106425,STR-2012-FJPHHB,M6M,5.0,York South-Weston
106426,STR-2012-FRVHHC,M1W,22.0,Scarborough-Agincourt
106427,STR-2012-FZBHHD,M5T,10.0,Spadina-Fort York
106428,STR-2012-GHHHHF,M4M,14.0,Toronto-Danforth
106429,STR-2012-GQPHHG,M6J,10.0,Spadina-Fort York
106430,STR-2012-GXVHHH,M4E,19.0,Beaches-East York
106431,STR-2012-HGBHHJ,M3B,16.0,Don Valley East
106432,STR-2202-HWVRVL,M5R,11.0,University-Rosedale
106433,STR-2012-HPHHHK,M5N,8.0,Eglinton-Lawrence
106434,STR-2012-HWPHHL,M6R,9.0,Davenport
106435,STR-2012-JDVHHM,M4B,19.0,Beaches-East York
106436,STR-2012-FKDVHB,M5E,10.0,Spadina-Fort York
106437,STR-2012-FSKVHC,M5V,10.0,Spadina-Fort York
106438,STR-2012-FZRVHD,M6C,12.0,Toronto-St. Paul's
106439,STR-2012-GYKVHH,M4E,19.0,Beaches-East York
106440,STR-2012-HGRVHJ,M6K,4.0,Parkdale-High Park
106441,STR-2012-HPXVHK,M4L,14.0,Toronto-Danforth
106442,STR-2012-FKVHHB,M9C,2.0,Etobicoke Centre
106443,STR-2110-FGJVHB,M6H,9.0,Davenport
106444,STR-2012-FTBHHC,M5M,8.0,Eglinton-Lawrence
106445,STR-2012-GBHHHD,M5S,11.0,University-Rosedale
106446,STR-2012-GJPHHF,M1N,20.0,Scarborough Southwest
106447,STR-2012-GZBHHH,M5A,13.0,Toronto Centre
106448,STR-2012-HHHHHJ,M6P,4.0,Parkdale-High Park
106449,STR-2012-HQPHHK,M4L,14.0,Toronto-Danforth
106450,STR-2012-JGBHHM,M2P,15.0,Don Valley West
106451,STR-2012-FLKVHB,M1L,20.0,Scarborough Southwest
106452,STR-2012-GBXVHD,M5V,10.0,Spadina-Fort York
106453,STR-2012-GKDVHF,M5J,10.0,Spadina-Fort York
106454,STR-2012-GZRVHH,M4P,15.0,Don Valley West
106455,STR-2012-HHXVHJ,M4K,14.0,Toronto-Danforth
106456,STR-2012-HYKVHL,M1T,22.0,Scarborough-Agincourt
106457,STR-2012-JGRVHM,M5J,10.0,Spadina-Fort York
106458,STR-2012-FDWPHB,M4K,14.0,Toronto-Danforth
106459,STR-2012-FVJPHD,M4S,12.0,Toronto-St. Paul's
106460,STR-2012-GCQPHF,M5T,11.0,University-Rosedale
106461,STR-2012-GKWPHG,M5T,11.0,University-Rosedale
106462,STR-2012-GTCPHH,M5A,13.0,Toronto Centre
106463,STR-2012-HBJPHJ,M5A,13.0,Toronto Centre
106464,STR-2012-HJQPHK,M5V,10.0,Spadina-Fort York
106465,STR-2012-HRWPHL,M5A,13.0,Toronto Centre
106466,STR-2012-HZCPHM,M1M,20.0,Scarborough Southwest
106467,STR-2012-FMTBHC,M1L,20.0,Scarborough Southwest
106468,STR-2012-FVZBHD,M6R,4.0,Parkdale-High Park
106469,STR-2012-GDGBHF,M4X,13.0,Toronto Centre
106470,STR-2012-GLMBHG,M5V,10.0,Spadina-Fort York
106471,STR-2012-GTTBHH,M4X,13.0,Toronto Centre
106472,STR-2012-HBZBHJ,M8V,3.0,Etobicoke-Lakeshore
106473,STR-2012-HKGBHK,M5J,10.0,Spadina-Fort York
106474,STR-2012-HSMBHL,M6N,5.0,York South-Weston
106475,STR-2012-HZTBHM,M5V,10.0,Spadina-Fort York
106476,STR-2012-FGCPHB,M6K,9.0,Davenport
106477,STR-2012-FWQPHD,M9L,7.0,Humber River-Black Creek
106478,STR-2012-GDWPHF,M5S,11.0,University-Rosedale
106479,STR-2012-GMCPHG,M6H,9.0,Davenport
106480,STR-2012-GVJPHH,M5H,10.0,Spadina-Fort York
106481,STR-2012-HCQPHJ,M5J,10.0,Spadina-Fort York
106482,STR-2012-HKWPHK,M2N,18.0,Willowdale
106483,STR-2012-HTCPHL,M5J,10.0,Spadina-Fort York
106484,STR-2012-JBJPHM,M3A,16.0,Don Valley East
106485,STR-2012-FPZBHC,M5P,12.0,Toronto-St. Paul's
106486,STR-2012-FXGBHD,M6H,9.0,Davenport
106487,STR-2012-GFMBHF,M5J,10.0,Spadina-Fort York
106488,STR-2012-GMTBHG,M6K,10.0,Spadina-Fort York
106489,STR-2012-GVZBHH,M5V,10.0,Spadina-Fort York
106490,STR-2012-HDGBHJ,M6K,4.0,Parkdale-High Park
106491,STR-2012-HLMBHK,M6P,4.0,Parkdale-High Park
106492,STR-2012-HTTBHL,M4Y,13.0,Toronto Centre
106493,STR-2012-JBZBHM,M6K,4.0,Parkdale-High Park
106494,STR-2012-FQQPHC,M1S,23.0,Scarborough North
106495,STR-2012-FXWPHD,M3H,6.0,York Centre
106496,STR-2012-GPJPHG,M5V,10.0,Spadina-Fort York
106497,STR-2012-GWQPHH,M5V,10.0,Spadina-Fort York
106498,STR-2012-HMCPHK,M5H,10.0,Spadina-Fort York
106499,STR-2012-HVJPHL,M4Y,13.0,Toronto Centre
106500,STR-2012-FHZBHB,M4E,19.0,Beaches-East York
106501,STR-2012-FRGBHC,M5V,10.0,Spadina-Fort York
106502,STR-2012-GXGBHH,M5J,10.0,Spadina-Fort York
106503,STR-2012-HFMBHJ,M5J,10.0,Spadina-Fort York
106504,STR-2012-HMTBHK,M1L,20.0,Scarborough Southwest
106505,STR-2012-HVZBHL,M4R,8.0,Eglinton-Lawrence
106506,STR-2012-JDGBHM,M6K,10.0,Spadina-Fort York
106507,STR-2012-FJQPHB,M6S,4.0,Parkdale-High Park
106508,STR-2012-FRWPHC,M5J,10.0,Spadina-Fort York
106509,STR-2012-FZCPHD,M5B,11.0,University-Rosedale
106510,STR-2012-GHJPHF,M5V,10.0,Spadina-Fort York
106511,STR-2012-GQQPHG,M5V,10.0,Spadina-Fort York
106512,STR-2012-GXWPHH,M6J,9.0,Davenport
106513,STR-2012-HGCPHJ,M6G,11.0,University-Rosedale
106514,STR-2012-HPJPHK,M2N,18.0,Willowdale
106515,STR-2012-HWQPHL,M9M,7.0,Humber River-Black Creek
106516,STR-2012-JDWPHM,M4J,14.0,Toronto-Danforth
106517,STR-2012-FKGBHB,M4J,14.0,Toronto-Danforth
106518,STR-2012-FSMBHC,M6J,11.0,University-Rosedale
106519,STR-2012-FZTBHD,M4C,19.0,Beaches-East York
106520,STR-2012-GHZBHF,M5A,13.0,Toronto Centre
106521,STR-2012-GRGBHG,M5J,10.0,Spadina-Fort York
106522,STR-2012-GYMBHH,M5V,10.0,Spadina-Fort York
106523,STR-2012-HGTBHJ,M5J,10.0,Spadina-Fort York
106524,STR-2012-HPZBHK,M4M,14.0,Toronto-Danforth
106525,STR-2012-HXGBHL,M5T,11.0,University-Rosedale
106526,STR-2012-JFMBHM,M5T,11.0,University-Rosedale
106527,STR-2012-FKWPHB,M4L,19.0,Beaches-East York
106528,STR-2012-FTCPHC,M8X,3.0,Etobicoke-Lakeshore
106529,STR-2012-GBJPHD,M5J,10.0,Spadina-Fort York
106530,STR-2012-GJQPHF,M5M,8.0,Eglinton-Lawrence
106531,STR-2012-GRWPHG,M5A,13.0,Toronto Centre
106532,STR-2012-GZCPHH,M5A,13.0,Toronto Centre
106533,STR-2012-HQQPHK,M5T,10.0,Spadina-Fort York
106534,STR-2012-HXWPHL,M1N,20.0,Scarborough Southwest
106535,STR-2012-JGCPHM,M5P,12.0,Toronto-St. Paul's
106536,STR-2012-FTTBHC,M5S,11.0,University-Rosedale
106537,STR-2012-GBZBHD,M2J,17.0,Don Valley North
106538,STR-2012-GKGBHF,M5V,10.0,Spadina-Fort York
106539,STR-2012-GSMBHG,M2H,17.0,Don Valley North
106540,STR-2012-GZTBHH,M5J,10.0,Spadina-Fort York
106541,STR-2012-HHZBHJ,M5V,10.0,Spadina-Fort York
106542,STR-2012-JGTBHM,M2L,15.0,Don Valley West
106543,STR-2012-FDXVHB,M6J,9.0,Davenport
106544,STR-2012-FMDVHC,M8Y,3.0,Etobicoke-Lakeshore
106545,STR-2012-FVKVHD,M1M,20.0,Scarborough Southwest
106546,STR-2012-GKXVHG,M5V,10.0,Spadina-Fort York
106547,STR-2012-GTDVHH,M5T,11.0,University-Rosedale
106548,STR-2012-HBKVHJ,M6J,10.0,Spadina-Fort York
106549,STR-2012-HJRVHK,M2L,15.0,Don Valley West
106550,STR-2012-HRXVHL,M4M,14.0,Toronto-Danforth
106551,STR-2012-HZDVHM,M9N,5.0,York South-Weston
106552,STR-2012-FFPHHB,M6J,10.0,Spadina-Fort York
106553,STR-2012-FMVHHC,M6K,10.0,Spadina-Fort York
106554,STR-2012-FWBHHD,M1T,22.0,Scarborough-Agincourt
106555,STR-2012-GTVHHH,M6H,9.0,Davenport
106556,STR-2012-HCBHHJ,M4L,14.0,Toronto-Danforth
106557,STR-2012-HKHHHK,M1E,24.0,Scarborough-Guildwood
106558,STR-2012-HZVHHM,M2M,18.0,Willowdale
106559,STR-2012-FGDVHB,M6G,11.0,University-Rosedale
106560,STR-2012-FPKVHC,M6N,9.0,Davenport
106561,STR-2012-FWRVHD,M3N,7.0,Humber River-Black Creek
106562,STR-2012-GDXVHF,M5V,10.0,Spadina-Fort York
106563,STR-2012-GMDVHG,M5V,10.0,Spadina-Fort York
106564,STR-2012-HCRVHJ,M5H,10.0,Spadina-Fort York
106565,STR-2012-HKXVHK,M5V,10.0,Spadina-Fort York
106566,STR-2012-HTDVHL,M5J,10.0,Spadina-Fort York
106567,STR-2012-JBKVHM,M6K,9.0,Davenport
106568,STR-2012-FGVHHB,M9N,5.0,York South-Weston
106569,STR-2012-FQBHHC,M5V,10.0,Spadina-Fort York
106570,STR-2012-FXHHHD,M4G,15.0,Don Valley West
106571,STR-2012-GFPHHF,M4L,19.0,Beaches-East York
106572,STR-2012-GMVHHG,M2H,17.0,Don Valley North
106573,STR-2012-HDHHHJ,M6R,4.0,Parkdale-High Park
106574,STR-2012-HTVHHL,M6K,10.0,Spadina-Fort York
106575,STR-2012-JCBHHM,M2N,18.0,Willowdale
106576,STR-2012-FHKVHB,M6G,11.0,University-Rosedale
106577,STR-2012-FQRVHC,M6E,9.0,Davenport
106578,STR-2012-FXXVHD,M6M,5.0,York South-Weston
106579,STR-2012-GGDVHF,M6G,11.0,University-Rosedale
106580,STR-2012-GPKVHG,M6K,4.0,Parkdale-High Park
106581,STR-2012-GWRVHH,M3A,16.0,Don Valley East
106582,STR-2012-HDXVHJ,M8Z,3.0,Etobicoke-Lakeshore
106583,STR-2012-HMDVHK,M2N,18.0,Willowdale
106584,STR-2012-HVKVHL,M2N,18.0,Willowdale
106585,STR-2012-FRHHHC,M1L,20.0,Scarborough Southwest
106586,STR-2012-FYPHHD,M5R,11.0,University-Rosedale
106587,STR-2012-GGVHHF,M5J,10.0,Spadina-Fort York
106588,STR-2012-FKXVHB,M3J,7.0,Humber River-Black Creek
106589,STR-2012-GQBHHG,M5V,10.0,Spadina-Fort York
106590,STR-2012-HMVHHK,M5R,11.0,University-Rosedale
106591,STR-2012-HWBHHL,M5V,10.0,Spadina-Fort York
106592,STR-2012-JDHHHM,M5V,10.0,Spadina-Fort York
106593,STR-2012-FJRVHB,M6E,12.0,Toronto-St. Paul's
106594,STR-2012-FZDVHD,M5M,8.0,Eglinton-Lawrence
106595,STR-2012-GHKVHF,M5J,10.0,Spadina-Fort York
106596,STR-2012-GQRVHG,M5J,10.0,Spadina-Fort York
106597,STR-2012-GXXVHH,M1C,25.0,Scarborough-Rouge Park
106598,STR-2012-HGDVHJ,M6H,9.0,Davenport
106599,STR-2012-HWRVHL,M5H,10.0,Spadina-Fort York
106600,STR-2012-FKHHHB,M5V,10.0,Spadina-Fort York
106601,STR-2012-FSPHHC,M5V,10.0,Spadina-Fort York
106602,STR-2012-FZVHHD,M2J,17.0,Don Valley North
106603,STR-2012-GJBHHF,M4J,14.0,Toronto-Danforth
106604,STR-2012-GRHHHG,M6K,10.0,Spadina-Fort York
106605,STR-2012-GYPHHH,M1S,23.0,Scarborough North
106606,STR-2012-HGVHHJ,M6R,4.0,Parkdale-High Park
106607,STR-2012-HQBHHK,M8V,3.0,Etobicoke-Lakeshore
106608,STR-2012-HXHHHL,M5V,10.0,Spadina-Fort York
106609,STR-2012-JFPHHM,M3H,6.0,York Centre
106610,STR-2012-FTDVHC,M6G,11.0,University-Rosedale
106611,STR-2012-GBKVHD,M4K,14.0,Toronto-Danforth
106612,STR-2012-GJRVHF,M5J,10.0,Spadina-Fort York
106613,STR-2012-GRXVHG,M5J,10.0,Spadina-Fort York
106614,STR-2012-HHKVHJ,M6R,4.0,Parkdale-High Park
106615,STR-2012-HQRVHK,M9W,1.0,Etobicoke North
106616,STR-2012-HXXVHL,M2H,17.0,Don Valley North
106617,STR-2012-FLPHHB,M5B,13.0,Toronto Centre
106618,STR-2012-FTVHHC,M9W,1.0,Etobicoke North
106619,STR-2012-GCBHHD,M6K,10.0,Spadina-Fort York
106620,STR-2012-GKHHHF,M4K,14.0,Toronto-Danforth
106621,STR-2012-GSPHHG,M6K,4.0,Parkdale-High Park
106622,STR-2012-GZVHHH,M6P,4.0,Parkdale-High Park
106623,STR-2012-HJBHHJ,M6G,11.0,University-Rosedale
106624,STR-2012-HYPHHL,M4K,14.0,Toronto-Danforth
106625,STR-2012-JGVHHM,M9B,2.0,Etobicoke Centre
106626,STR-2012-FDZBHB,M4X,13.0,Toronto Centre
106627,STR-2012-FVMBHD,M5J,10.0,Spadina-Fort York
106628,STR-2012-GCTBHF,M6J,10.0,Spadina-Fort York
106629,STR-2012-GKZBHG,M6J,10.0,Spadina-Fort York
106630,STR-2012-GTGBHH,M6R,4.0,Parkdale-High Park
106631,STR-2012-HBMBHJ,M5V,10.0,Spadina-Fort York
106632,STR-2012-HJTBHK,M5T,11.0,University-Rosedale
106633,STR-2012-HRZBHL,M8V,3.0,Etobicoke-Lakeshore
106634,STR-2012-HZGBHM,M4Y,13.0,Toronto Centre
106635,STR-2012-FMWPHC,M1K,21.0,Scarborough Centre
106636,STR-2012-FWCPHD,M9B,2.0,Etobicoke Centre
106637,STR-2012-GDJPHF,M4J,14.0,Toronto-Danforth
106638,STR-2012-GLQPHG,M5V,10.0,Spadina-Fort York
106639,STR-2012-HCCPHJ,M6C,12.0,Toronto-St. Paul's
106640,STR-2012-HZWPHM,M9B,2.0,Etobicoke Centre
106641,STR-2012-FGGBHB,M6K,4.0,Parkdale-High Park
106642,STR-2012-FPMBHC,M6H,9.0,Davenport
106643,STR-2012-FWTBHD,M5T,11.0,University-Rosedale
106644,STR-2012-GMGBHG,M2M,18.0,Willowdale
106645,STR-2012-GVMBHH,M2N,18.0,Willowdale
106646,STR-2012-HCTBHJ,M5J,10.0,Spadina-Fort York
106647,STR-2012-HKZBHK,M1G,24.0,Scarborough-Guildwood
106648,STR-2012-HTGBHL,M5V,10.0,Spadina-Fort York
106649,STR-2012-JBMBHM,M6S,4.0,Parkdale-High Park
106650,STR-2012-FQCPHC,M6P,4.0,Parkdale-High Park
106651,STR-2012-GMWPHG,M8V,3.0,Etobicoke-Lakeshore
106652,STR-2012-HDJPHJ,M5S,11.0,University-Rosedale
106653,STR-2012-HLQPHK,M5A,13.0,Toronto Centre
106654,STR-2012-HTWPHL,M2H,17.0,Don Valley North
106655,STR-2012-FQTBHC,M5P,12.0,Toronto-St. Paul's
106656,STR-2012-FXZBHD,M6G,12.0,Toronto-St. Paul's
106657,STR-2012-GGGBHF,M1H,24.0,Scarborough-Guildwood
106658,STR-2012-GWTBHH,M6H,9.0,Davenport
106659,STR-2012-HDZBHJ,M4K,14.0,Toronto-Danforth
106660,STR-2012-HMGBHK,M6S,4.0,Parkdale-High Park
106661,STR-2012-FJCPHB,M6H,9.0,Davenport
106662,STR-2012-FRJPHC,M5V,10.0,Spadina-Fort York
106663,STR-2012-FYQPHD,M5S,11.0,University-Rosedale
106664,STR-2012-GGWPHF,M4K,14.0,Toronto-Danforth
106665,STR-2012-GQCPHG,M6M,5.0,York South-Weston
106666,STR-2012-GXJPHH,M6R,4.0,Parkdale-High Park
106667,STR-2012-HFQPHJ,M6R,4.0,Parkdale-High Park
